homestay_id,homestay_name,destination_id,price,rating,amenities,review
H194,River Halesi Mahadev Homestay,D033,1200,4.3,"Airport Pickup, Parking, WiFi",Comfortable rooms and helpful hosts.
H195,Himalayan Halesi Mahadev Retreat,D033,4000,4.3,"Airport Pickup, Mountain View, Pet Friendly, Hot Shower",Friendly hosts with clean rooms and excellent hospitality.
H196,Himalayan Halesi Mahadev Guest House,D033,2300,4.3,"Garden, Family Room, Restaurant, Parking, WiFi",Beautiful views and a welcoming family atmosphere.
H197,Mountain Halesi Mahadev Homestay,D033,4800,4.6,"Pet Friendly, Mountain View, Airport Pickup, WiFi",Beautiful views and a welcoming family atmosphere.
H198,Himalayan Halesi Mahadev Residence,D033,4400,4.7,"Pet Friendly, Airport Pickup, Restaurant, Garden, Mountain View",Comfortable rooms and helpful hosts.
H199,Valley Pokhara Cave (Mahendra Gupha) Guest House,D034,4200,4.2,"Airport Pickup, Garden, Family Room, Pet Friendly",Comfortable rooms and helpful hosts.
H200,Peace Pokhara Cave (Mahendra Gupha) Lodge,D034,3100,4.1,"Restaurant, Pet Friendly, Mountain View",Peaceful stay close to major attractions.
H201,River Pokhara Cave (Mahendra Gupha) Inn,D034,2500,4.7,"Parking, Family Room, Airport Pickup, WiFi",Friendly hosts with clean rooms and excellent hospitality.
H202,Lakeside Pokhara Cave (Mahendra Gupha) Homestay,D034,2800,4.7,"WiFi, Garden, Family Room, Pet Friendly, Parking",Great value for money with authentic local meals.
H203,Peace Pokhara Cave (Mahendra Gupha) Guest House,D034,1500,4.3,"Mountain View, Breakfast, Airport Pickup",Peaceful stay close to major attractions.
H204,Heritage Pokhara Cave (Mahendra Gupha) Lodge,D034,3800,4.6,"WiFi, Parking, Mountain View",Great value for money with authentic local meals.
H205,Peace Davis Falls Inn,D035,3800,4.8,"Breakfast, Hot Shower, Family Room, Pet Friendly",Comfortable rooms and helpful hosts.
H206,Mountain Davis Falls Guest House,D035,2700,4.6,"Family Room, Pet Friendly, Hot Shower",Comfortable rooms and helpful hosts.
H207,Sunrise Davis Falls Residence,D035,3100,4.7,"WiFi, Garden, Restaurant, Hot Shower",Peaceful stay close to major attractions.
H208,Annapurna Davis Falls Retreat,D035,1300,4.9,"Airport Pickup, Mountain View, Restaurant, Parking",Comfortable rooms and helpful hosts.
H209,Green Davis Falls Guest House,D035,3000,4.7,"Garden, Family Room, WiFi, Airport Pickup, Parking",Friendly hosts with clean rooms and excellent hospitality.
H210,Annapurna Davis Falls Inn,D035,1900,4.5,"Garden, Family Room, Mountain View, Airport Pickup, Breakfast",Friendly hosts with clean rooms and excellent hospitality.
H211,Green Begnas Lake Guest House,D036,4400,4.5,"Parking, Garden, WiFi",Friendly hosts with clean rooms and excellent hospitality.
H212,Himalayan Begnas Lake Homestay,D036,1500,4.4,"WiFi, Breakfast, Pet Friendly, Restaurant, Family Room",Comfortable rooms and helpful hosts.
H213,Lakeside Begnas Lake Lodge,D036,1300,4.6,"Hot Shower, Restaurant, Pet Friendly, Parking, Family Room",Comfortable rooms and helpful hosts.
H214,River Begnas Lake Guest House,D036,2800,4.8,"Hot Shower, Family Room, WiFi",Peaceful stay close to major attractions.
H215,River Begnas Lake Residence,D036,4000,4.1,"Family Room, Breakfast, WiFi, Garden",Peaceful stay close to major attractions.
H216,River Begnas Lake Residence,D036,1700,4.7,"Hot Shower, Parking, Garden",Friendly hosts with clean rooms and excellent hospitality.
H217,Mountain Muktinath Temple Lodge,D037,2100,4.2,"Parking, Hot Shower, WiFi, Mountain View",Great value for money with authentic local meals.
H218,Lakeside Muktinath Temple Homestay,D037,4900,4.2,"Hot Shower, Parking, Breakfast",Friendly hosts with clean rooms and excellent hospitality.
H219,Himalayan Muktinath Temple Homestay,D037,1900,4.2,"Hot Shower, Garden, Airport Pickup, Restaurant, Pet Friendly",Peaceful stay close to major attractions.
H220,Heritage Muktinath Temple Homestay,D037,2800,4.7,"Mountain View, Pet Friendly, Restaurant, Family Room",Comfortable rooms and helpful hosts.
H221,Everest Muktinath Temple Residence,D037,3600,4.2,"Restaurant, Mountain View, Parking",Comfortable rooms and helpful hosts.
H222,Annapurna Muktinath Temple Homestay,D037,2700,4.2,"Garden, Airport Pickup, Pet Friendly, Parking",Great value for money with authentic local meals.
H223,Everest Sundarijal Inn,D038,3500,4.4,"Restaurant, Airport Pickup, WiFi, Parking",Peaceful stay close to major attractions.
H224,Peace Sundarijal Retreat,D038,3100,4.6,"Parking, Pet Friendly, Restaurant, Mountain View, Family Room",Peaceful stay close to major attractions.
H225,Sunrise Sundarijal Retreat,D038,1700,4.8,"Hot Shower, Mountain View, Airport Pickup, Breakfast",Great value for money with authentic local meals.
H226,Valley Sundarijal Lodge,D038,1600,4.4,"Mountain View, Restaurant, Breakfast, Family Room, Airport Pickup",Great value for money with authentic local meals.
H227,Green Sundarijal Residence,D038,2300,4.5,"WiFi, Hot Shower, Mountain View",Great value for money with authentic local meals.
H228,River Sundarijal Lodge,D038,4400,4.6,"Mountain View, Pet Friendly, Breakfast, Restaurant, Hot Shower",Friendly hosts with clean rooms and excellent hospitality.
H229,Peace Shivapuri National Park Guest House,D039,2500,4.1,"Mountain View, Family Room, Hot Shower, Parking",Friendly hosts with clean rooms and excellent hospitality.
H230,Himalayan Shivapuri National Park Lodge,D039,4800,4.1,"Parking, Hot Shower, Mountain View",Comfortable rooms and helpful hosts.
H231,Peace Shivapuri National Park Retreat,D039,2200,4.3,"Pet Friendly, Airport Pickup, Family Room, Restaurant",Beautiful views and a welcoming family atmosphere.
H232,Hill Shivapuri National Park Guest House,D039,4200,4.2,"Hot Shower, Family Room, Breakfast, Parking",Peaceful stay close to major attractions.
H233,Himalayan Shivapuri National Park Retreat,D039,2000,4.7,"Parking, Restaurant, Mountain View",Peaceful stay close to major attractions.
H234,Mountain Shivapuri National Park Lodge,D039,1700,4.6,"Hot Shower, Breakfast, Restaurant, Mountain View, Family Room",Peaceful stay close to major attractions.
H235,Hill Daman Lodge,D040,2200,4.6,"WiFi, Hot Shower, Mountain View, Airport Pickup, Garden",Friendly hosts with clean rooms and excellent hospitality.
H236,Mountain Daman Lodge,D040,4300,4.5,"Restaurant, Breakfast, Mountain View",Comfortable rooms and helpful hosts.
H237,Annapurna Daman Lodge,D040,5000,4.4,"Breakfast, Restaurant, Mountain View, Hot Shower, WiFi",Great value for money with authentic local meals.
H238,Green Daman Residence,D040,3200,4.1,"Mountain View, Hot Shower, Pet Friendly",Great value for money with authentic local meals.
H239,Peace Daman Lodge,D040,4300,4.4,"Garden, Parking, Pet Friendly",Friendly hosts with clean rooms and excellent hospitality.
H240,Green Daman Inn,D040,3900,4.8,"Garden, Mountain View, Restaurant",Comfortable rooms and helpful hosts.
H241,Peace Manakamana Temple Guest House,D041,2800,4.6,"Parking, Mountain View, Breakfast, Hot Shower",Great value for money with authentic local meals.
H242,River Manakamana Temple Residence,D041,4800,4.7,"Family Room, Restaurant, Parking",Beautiful views and a welcoming family atmosphere.
H243,Heritage Manakamana Temple Retreat,D041,1400,4.7,"Breakfast, Pet Friendly, WiFi",Comfortable rooms and helpful hosts.
H244,River Manakamana Temple Inn,D041,4800,4.5,"Airport Pickup, Parking, Restaurant, Hot Shower",Friendly hosts with clean rooms and excellent hospitality.
H245,Everest Manakamana Temple Guest House,D041,4700,4.8,"Parking, Mountain View, WiFi, Family Room",Great value for money with authentic local meals.
H246,Lakeside Manakamana Temple Inn,D041,2700,4.7,"Airport Pickup, Garden, Breakfast, Hot Shower, Parking",Peaceful stay close to major attractions.
H247,Sunrise Gorkha Durbar Retreat,D042,4000,4.8,"Mountain View, Pet Friendly, Parking",Comfortable rooms and helpful hosts.
H248,Valley Gorkha Durbar Inn,D042,1200,4.6,"WiFi, Restaurant, Parking, Garden, Breakfast",Beautiful views and a welcoming family atmosphere.
H249,Valley Gorkha Durbar Homestay,D042,3200,4.3,"Mountain View, Parking, Airport Pickup",Comfortable rooms and helpful hosts.
H250,River Gorkha Durbar Lodge,D042,2600,4.5,"Restaurant, Pet Friendly, Garden, Breakfast",Comfortable rooms and helpful hosts.
H251,Hill Gorkha Durbar Guest House,D042,3100,4.6,"Garden, Parking, WiFi",Great value for money with authentic local meals.
H252,Green Gorkha Durbar Inn,D042,3600,4.7,"Parking, Restaurant, Airport Pickup, Family Room, Garden",Beautiful views and a welcoming family atmosphere.
H253,Lakeside Lake Phoksundo Retreat,D043,1500,4.2,"Breakfast, Airport Pickup, Family Room",Peaceful stay close to major attractions.
H254,Valley Lake Phoksundo Inn,D043,2300,4.5,"Pet Friendly, WiFi, Hot Shower, Garden, Restaurant",Beautiful views and a welcoming family atmosphere.
H255,Everest Lake Phoksundo Lodge,D043,3400,4.7,"Pet Friendly, Garden, Parking",Friendly hosts with clean rooms and excellent hospitality.
H256,River Lake Phoksundo Homestay,D043,1600,4.9,"Hot Shower, Restaurant, Mountain View, Pet Friendly, Parking",Friendly hosts with clean rooms and excellent hospitality.
H257,Everest Lake Phoksundo Homestay,D043,4100,4.3,"Restaurant, Mountain View, Breakfast, Pet Friendly",Beautiful views and a welcoming family atmosphere.
H258,River Lake Phoksundo Inn,D043,4200,4.5,"Parking, Mountain View, Pet Friendly, Garden",Peaceful stay close to major attractions.
H259,Himalayan Tansen Retreat,D044,4100,4.6,"Breakfast, Pet Friendly, Family Room",Friendly hosts with clean rooms and excellent hospitality.
H260,Valley Tansen Retreat,D044,3500,4.5,"Family Room, WiFi, Pet Friendly, Hot Shower",Beautiful views and a welcoming family atmosphere.
H261,Peace Tansen Residence,D044,3100,4.6,"Mountain View, Garden, Parking, WiFi",Beautiful views and a welcoming family atmosphere.
H262,Sunrise Tansen Inn,D044,2100,4.5,"Breakfast, Airport Pickup, Mountain View, Parking, Hot Shower",Comfortable rooms and helpful hosts.
H263,Annapurna Tansen Lodge,D044,4900,4.4,"Restaurant, Mountain View, Pet Friendly, Airport Pickup, Hot Shower",Comfortable rooms and helpful hosts.
H264,Himalayan Tansen Retreat,D044,2700,4.5,"Hot Shower, WiFi, Mountain View, Garden, Airport Pickup",Great value for money with authentic local meals.
H265,Everest Khokana Homestay,D045,3400,4.4,"Pet Friendly, Family Room, Hot Shower, Airport Pickup, Parking",Peaceful stay close to major attractions.
H266,Lakeside Khokana Inn,D045,3600,4.6,"WiFi, Family Room, Mountain View",Comfortable rooms and helpful hosts.
H267,Hill Khokana Retreat,D045,2600,4.2,"Mountain View, Family Room, Hot Shower, Pet Friendly, Parking",Friendly hosts with clean rooms and excellent hospitality.
H268,Everest Khokana Homestay,D045,3400,4.2,"Parking, Breakfast, Pet Friendly, Family Room",Great value for money with authentic local meals.
H269,Sunrise Khokana Inn,D045,3900,4.4,"Airport Pickup, Garden, Hot Shower, Breakfast, Family Room",Peaceful stay close to major attractions.
H270,River Khokana Retreat,D045,2100,4.2,"Airport Pickup, Parking, Family Room, Breakfast, Pet Friendly",Comfortable rooms and helpful hosts.
H271,Heritage Panauti Residence,D046,3200,4.6,"Mountain View, Parking, Hot Shower",Peaceful stay close to major attractions.
H272,Heritage Panauti Inn,D046,4900,4.5,"Breakfast, Parking, Restaurant, Garden, Pet Friendly",Peaceful stay close to major attractions.
H273,Lakeside Panauti Residence,D046,2000,4.3,"Mountain View, Breakfast, Family Room, Hot Shower, WiFi",Comfortable rooms and helpful hosts.
H274,Valley Panauti Retreat,D046,2700,4.3,"Garden, WiFi, Pet Friendly",Comfortable rooms and helpful hosts.
H275,Himalayan Panauti Homestay,D046,1800,4.8,"Family Room, Mountain View, Breakfast",Beautiful views and a welcoming family atmosphere.
H276,Heritage Panauti Guest House,D046,4500,4.7,"Garden, Parking, Family Room, Airport Pickup",Great value for money with authentic local meals.
H277,Everest Ghandruk Inn,D047,3900,4.4,"Hot Shower, Pet Friendly, Breakfast, Restaurant, Family Room",Peaceful stay close to major attractions.
H278,Mountain Ghandruk Retreat,D047,3700,4.5,"Restaurant, Breakfast, WiFi, Airport Pickup, Garden",Friendly hosts with clean rooms and excellent hospitality.
H279,Mountain Ghandruk Inn,D047,2900,4.4,"Mountain View, Family Room, Pet Friendly",Comfortable rooms and helpful hosts.
H280,Heritage Ghandruk Homestay,D047,4400,4.5,"Airport Pickup, Mountain View, WiFi, Parking, Restaurant",Peaceful stay close to major attractions.
H281,Annapurna Ghandruk Residence,D047,1900,4.4,"WiFi, Mountain View, Parking",Peaceful stay close to major attractions.
H282,Peace Ghandruk Homestay,D047,4200,4.6,"Breakfast, Family Room, Pet Friendly, Hot Shower",Comfortable rooms and helpful hosts.
H283,Hill Pikey Peak Guest House,D048,1800,4.2,"Family Room, Airport Pickup, Pet Friendly, Breakfast, Garden",Beautiful views and a welcoming family atmosphere.
H284,Valley Pikey Peak Residence,D048,3200,4.5,"Hot Shower, Mountain View, Breakfast",Friendly hosts with clean rooms and excellent hospitality.
H285,Lakeside Pikey Peak Homestay,D048,2400,4.2,"Pet Friendly, Breakfast, WiFi, Garden, Hot Shower",Peaceful stay close to major attractions.
H286,Green Pikey Peak Lodge,D048,4300,4.6,"Family Room, Airport Pickup, Garden, Hot Shower, Mountain View",Friendly hosts with clean rooms and excellent hospitality.
H287,Annapurna Pikey Peak Guest House,D048,1300,4.3,"Restaurant, Pet Friendly, Hot Shower, Parking, Family Room",Beautiful views and a welcoming family atmosphere.
H288,Valley Pikey Peak Guest House,D048,1500,4.3,"Restaurant, Pet Friendly, Garden",Comfortable rooms and helpful hosts.
H289,Hill Dhampus Retreat,D049,3200,4.5,"Family Room, Pet Friendly, Airport Pickup, Hot Shower, Mountain View",Peaceful stay close to major attractions.
H290,Peace Dhampus Homestay,D049,1600,4.9,"Breakfast, Mountain View, Garden, Family Room",Great value for money with authentic local meals.
H291,River Dhampus Lodge,D049,2000,4.2,"Restaurant, WiFi, Pet Friendly",Beautiful views and a welcoming family atmosphere.
H292,Heritage Dhampus Guest House,D049,3200,4.5,"WiFi, Airport Pickup, Hot Shower",Great value for money with authentic local meals.
H293,Hill Dhampus Homestay,D049,4100,4.3,"Garden, Airport Pickup, WiFi, Pet Friendly, Hot Shower",Friendly hosts with clean rooms and excellent hospitality.
H294,Green Dhampus Residence,D049,3200,4.6,"Pet Friendly, Restaurant, Breakfast, Garden, Hot Shower",Comfortable rooms and helpful hosts.
H295,Lakeside Kakani Guest House,D050,1400,4.3,"Pet Friendly, Breakfast, WiFi",Friendly hosts with clean rooms and excellent hospitality.
H296,River Kakani Guest House,D050,3100,4.7,"Parking, Airport Pickup, Pet Friendly",Peaceful stay close to major attractions.
H297,Himalayan Kakani Homestay,D050,4400,4.4,"Pet Friendly, Family Room, Garden, Restaurant, Breakfast",Great value for money with authentic local meals.
H298,Hill Kakani Retreat,D050,1600,4.8,"WiFi, Pet Friendly, Family Room, Garden",Great value for money with authentic local meals.
H299,Valley Kakani Inn,D050,3900,4.8,"Parking, Hot Shower, WiFi",Beautiful views and a welcoming family atmosphere.
H300,Everest Kakani Lodge,D050,3400,4.5,"Parking, Hot Shower, Airport Pickup",Friendly hosts with clean rooms and excellent hospitality.
